reaction	jaccardindex	KolmogorovSmirnow	KolmogorovSmirenow_pvalue	T - test_pvalue	Anova_pvalue	Wilcoxon_Mann_Whitney_pvalue	Mean	Std	Mode	Median	skew	kurt	Ttest_H	Ttest_pvalue	minFlux_brainmetastasis	minFlux_breastcancer	maxFlux_brainmetastasis	maxFlux_breastcancer	perc_brainmet/breastcancer	perc_breastcancer/brainmet
HMR_6678	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.00073503__0.00081954	0.00021444__0.0002701	0.0016037__0	0.00072387__0.00081079	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.00060263	0.00067287	0.00085283	0.00095303	0.8928	1.1201
HMR_6682	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.0014743__0.0016438	0.00043012__0.00054177	0.0032168__0	0.0014519__0.0016263	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0012088	0.0013497	0.0017106	0.0019116	0.8928	1.1201
HMR_6687	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.0014743__0.0016438	0.00043012__0.00054177	0.0032168__0	0.0014519__0.0016263	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0012088	0.0013497	0.0017106	0.0019116	0.8928	1.1201
HMR_6690	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	-0.0014743__-0.0016438	0.00043012__0.00054177	-0.0032168__0	-0.0014519__-0.0016263	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-0.0017106	-0.0019116	-0.0012088	-0.0013497	0.8928	1.1201
HMR_6691	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	-0.0014743__-0.0016438	0.00043012__0.00054177	-0.0032168__0	-0.0014519__-0.0016263	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-0.0017106	-0.0019116	-0.0012088	-0.0013497	0.8928	1.1201
HMR_6692	0.51357	0.241	0.14496	1.2011e-133	1.13e-130	3.5889e-177	0.0014743__0.0016438	0.00043012__0.00054177	0.0032168__0	0.0014519__0.0016263	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0012088	0.0013497	0.0017106	0.0019116	0.8928	1.1201
HMR_6693	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6019e-177	0.0014743__0.0016438	0.00043012__0.00054177	0.0032168__0	0.0014519__0.0016263	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0012088	0.0013497	0.0017106	0.0019116	0.8928	1.1201
HMR_6700	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.00073503__0.00081954	0.00021444__0.0002701	-1.2916e-15__0	0.00072387__0.00081079	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.00060263	0.00067287	0.00085283	0.00095303	0.8928	1.1201
HMR_6701	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.00073503__0.00081954	0.00021444__0.0002701	0.0016037__0	0.00072387__0.00081079	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.00060263	0.00067287	0.00085283	0.00095303	0.8928	1.1201
HMR_6702	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.00073503__0.00081954	0.00021444__0.0002701	0.0016037__0	0.00072387__0.00081079	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.00060263	0.00067287	0.00085283	0.00095303	0.8928	1.1201
HMR_6703	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.00073503__0.00081954	0.00021444__0.0002701	0.0016037__0	0.00072387__0.00081079	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.00060263	0.00067287	0.00085283	0.00095303	0.8928	1.1201
HMR_8698	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.0073674__0.0082145	0.0021494__0.0027073	-1.2946e-14__0	0.0072555__0.0081268	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0060403	0.0067444	0.0085481	0.0095525	0.8928	1.1201
HMR_8702	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	-0.0014743__-0.0016438	0.00043012__0.00054177	-0.0032168__0	-0.0014519__-0.0016263	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-0.0017106	-0.0019116	-0.0012088	-0.0013497	0.8928	1.1201
Riboflavin metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_6507	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.0014743__0.0016438	0.00043012__0.00054177	0.0032168__0	0.0014519__0.0016263	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0012088	0.0013497	0.0017106	0.0019116	0.8928	1.1201
HMR_6509	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.0014743__0.0016438	0.00043012__0.00054177	0.0032168__0	0.0014519__0.0016263	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0012088	0.0013497	0.0017106	0.0019116	0.8928	1.1201
Sphingolipid metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_0736	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.48288__0.5384	0.14088__0.17744	1.0536__0	0.47555__0.53265	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.3959	0.44205	0.56027	0.6261	0.8928	1.1201
HMR_0753	0.49557	-0.2894	0.14496	1.2517e-205	7.6883e-209	9.2839e-210	-221.1773__-283.7758	135.45__147.9228	-977.3671__-489.046	-207.6622__-277.0271	-0.68901__-0.50448	3.6412__3.7694	1	1.2517e-205	-309.2845	-383.0356	-114.7219	-176.3169	0.74961	1.334
HMR_0758	0.4946	0.2914	0.14496	9.9812e-208	5.7033e-211	3.1412e-212	225.9418__289.088	135.8427__148.5071	-1.025492e-12__500	212.4115__282.0914	0.69707__0.52038	3.697__3.866	1	9.9812e-208	119.125	181.1662	314.5242	388.7539	0.75299	1.328
RE2675C	0.49557	0.2894	0.14496	1.2517e-205	7.6883e-209	9.2839e-210	221.1773__283.7758	135.45__147.9228	-7.805208e-13__489.046	207.6622__277.0271	0.68901__0.50448	3.6412__3.7694	1	1.2517e-205	114.7219	176.3169	309.2845	383.0356	0.74961	1.334
CRMte	0.51357	0.241	0.14496	1.2011e-133	1.13e-130	3.5941e-177	5.2473__5.8506	1.5309__1.9282	-3.84631e-10__12.0643	5.1676__5.7882	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	4.3021	4.8036	6.0883	6.8036	0.8928	1.1201
Starch and sucrose metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_4122	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6022e-177	0.011066__0.012338	0.0032284__0.0040664	-1.9445e-14__0	0.010898__0.012207	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0090727	0.01013	0.01284	0.014348	0.8928	1.1201
HMR_4837	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
HMR_5395	0.80799	0.0794	0.14496	1.7895e-23	3.7685e-24	2.937e-20	66.3404__69.6051	20.2054__25.0241	2.5092e-13__0	66.4961__69.4391	0.26292__0.24231	3.6262__3.0993	1	1.7895e-23	52.1336	52.2095	79.6005	86.0335	0.95762	1.0443
HMR_5396	0.80799	0.0794	0.14496	1.7895e-23	3.7685e-24	2.937e-20	66.3404__69.6051	20.2054__25.0241	2.5092e-13__0	66.4961__69.4391	0.26292__0.24231	3.6262__3.0993	1	1.7895e-23	52.1336	52.2095	79.6005	86.0335	0.95762	1.0443
HMR_5397	0.80799	0.0794	0.14496	1.7895e-23	3.7685e-24	2.937e-20	66.3404__69.6051	20.2054__25.0241	2.5092e-13__0	66.4961__69.4391	0.26292__0.24231	3.6262__3.0993	1	1.7895e-23	52.1336	52.2095	79.6005	86.0335	0.95762	1.0443
HMR_5398	0.80799	0.0794	0.14496	1.7895e-23	3.7685e-24	2.937e-20	66.3404__69.6051	20.2054__25.0241	2.5092e-13__0	66.4961__69.4391	0.26292__0.24231	3.6262__3.0993	1	1.7895e-23	52.1336	52.2095	79.6005	86.0335	0.95762	1.0443
HMR_5399	0.80799	0.0794	0.14496	1.7895e-23	3.7685e-24	2.937e-20	66.3404__69.6051	20.2054__25.0241	2.5092e-13__0	66.4961__69.4391	0.26292__0.24231	3.6262__3.0993	1	1.7895e-23	52.1336	52.2095	79.6005	86.0335	0.95762	1.0443
HMR_5400	0.80799	0.0794	0.14496	1.7895e-23	3.7685e-24	2.937e-20	66.3404__69.6051	20.2054__25.0241	2.5092e-13__0	66.4961__69.4391	0.26292__0.24231	3.6262__3.0993	1	1.7895e-23	52.1336	52.2095	79.6005	86.0335	0.95762	1.0443
HMR_5401	0.80799	0.0794	0.14496	1.7895e-23	3.7685e-24	2.937e-20	66.3404__69.6051	20.2054__25.0241	2.5092e-13__0	66.4961__69.4391	0.26292__0.24231	3.6262__3.0993	1	1.7895e-23	52.1336	52.2095	79.6005	86.0335	0.95762	1.0443
HMR_8571	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
HMR_8573	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
HMR_8589	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
HMR_8584	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
Steroid metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
UGT1A10r	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	-0.00073503__-0.00081954	0.00021444__0.0002701	-0.0016037__0	-0.00072387__-0.00081079	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-0.00085283	-0.00095303	-0.00060263	-0.00067287	0.8928	1.1201
Thiamine metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_4204	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.0014743__0.0016438	0.00043012__0.00054177	0.0032168__0	0.0014519__0.0016263	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0012088	0.0013497	0.0017106	0.0019116	0.8928	1.1201
Transport reactions	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_0018	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	-0.90984__-1.0144	0.26544__0.33434	-1.9851__0	-0.89602__-1.0036	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-1.0556	-1.1797	-0.74595	-0.8329	0.8928	1.1201
HMR_0167	0.76451	0.1016	0.14513	2.1072e-31	5.0402e-32	7.0624e-29	-246.4854__-197.7356	297.1505__287.0669	-500__-1000	-239.6094__-199.8405	0.098017__0.13825	2.6402__2.9575	1	2.1072e-31	-469.9505	-395.9089	-41.8359	-6.8143	1.199	0.83403
HMR_0262	0.49557	0.2894	0.14496	1.2555e-205	7.7119e-209	9.292e-210	34.1714__43.8429	20.927__22.854	0__0	32.0833__42.8003	0.689__0.50447	3.6412__3.7694	1	1.2555e-205	17.7241	27.2405	47.7841	59.1785	0.74961	1.334
HMR_0356	1.0	0.4237	0.14522	0	0	0	-1.0046e-15__1.6482e-15	1.5963e-15__3.6428e-15	0__-8.9024e-16	-9.0078e-16__1.2709e-15	-0.625__0.32519	4.403__3.5143	1	0	-1.8197e-15	-8.7509e-16	-6.462e-17	3.5016e-15	-0.70875	-1.4109
HMR_0404	1.0	-0.0021	0.14539	1.7678e-06	8.7684e-07	0.25915	1.0981e-15__1.4676e-15	3.5083e-15__6.6428e-15	0__-1.6644e-15	9.6163e-16__1.0898e-15	0.11857__-0.047375	2.8126__4.7362	1	1.7678e-06	-1.2692e-15	-2.6003e-15	3.5265e-15	5.0908e-15	0.88242	1.1332
HMR_0444	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6019e-177	0.0014743__0.0016438	0.00043012__0.00054177	0.0032168__0	0.0014519__0.0016263	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0012088	0.0013497	0.0017106	0.0019116	0.8928	1.1201
HMR_3959	0.48479	0.2767	0.14522	2.958e-236	4.3735e-266	8.2561e-257	-504.4605__-392.2848	223.0635__225.2515	-500__0	-518.1704__-381.8561	0.16744__-0.22219	2.2904__2.2803	1	2.958e-236	-669.18	-559.6646	-339.6075	-215.2547	1.357	0.73693
HMR_4063	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	-0.0014743__-0.0016438	0.00043012__0.00054177	-0.0032168__0	-0.0014519__-0.0016263	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-0.0017106	-0.0019116	-0.0012088	-0.0013497	0.8928	1.1201
HMR_4845	0.88282	-0.0024	0.14496	0.92541	0.92484	0.87601	270.6696__270.4067	197.6934__196.3856	500__0	234.3154__233.7051	0.98669__0.74016	3.7287__3.0577	0	0.92541	116.3328	107.9182	378.4716	404.8504	1.0026	0.9974
HMR_4847	0.40344	-0.278	0.14496	1.5251e-282	2.368e-307	2.0072e-313	-185.1326__-309.6969	232.6714__229.1576	-1000__-500	-179.897__-312.0794	-0.12348__0.23381	3.1983__3.3415	1	1.5251e-282	-334.9912	-469.6533	-25.3488	-155.742	0.57645	1.7348
HMR_4848	0.95862	0.0235	0.14522	2.702e-09	2.5042e-09	0.025238	172.5578__184.8519	133.939__156.6994	0__500	141.1318__145.2842	1.0205__1.3754	4.2092__5.3536	1	2.702e-09	65.2582	65.7804	256.35	264.0544	0.97142	1.0294
HMR_4882	0.94098	0.035	0.14496	0.00212	0.0021576	0.0015349	443.9507__451.1429	164.3979__167.115	1000__1000	434.5876__445.0233	0.24815__0.21623	2.6455__2.7756	1	0.00212	320.167	329.6774	559.8008	564.7245	0.97655	1.024
HMR_4885	0.29004	0.419	0.14496	0	0	0	-290.4971__-82.2298	278.5721__287.0565	-500__-1000	-285.9257__-77.86107	0.029225__-0.13382	2.4538__3.1555	1	0	-493.713	-265.1469	-90.8692	107.1556	3.6723	0.27231
HMR_4896	0.50335	-0.2765	0.14505	7.0011e-246	6.7292e-228	6.1049e-210	-306.2541__-408.4813	229.3548__213.0903	-1000__-1000	-310.5281__-410.485	0.11671__0.23334	2.8722__3.6802	1	7.0011e-246	-467.7491	-559.7498	-147.9145	-260.4533	0.75649	1.3219
HMR_4947	0.42619	-0.3074	0.14496	2.1149e-297	0	2.0412e-310	-417.8832__-496.2497	136.8695__144.6437	-993.5065__-500	-409.6425__-488.4078	-0.3035__-0.17642	2.8087__3.0022	1	2.1149e-297	-513.6593	-593.2908	-316.7548	-395.8012	0.83873	1.1923
HMR_4948	0.90594	0.0124	0.14496	0.002884	0.0043443	0.0017597	281.1119__289.2163	200.193__201.624	1000__0	279.1852__290.368	0.088259__0.042264	2.8258__3.3943	1	0.002884	136.8932	158.9837	422.0638	417.3321	0.96149	1.0401
HMR_4958	0.69511	-0.1292	0.14496	1.5139e-55	4.2476e-56	1.7399e-64	334.3657__280.2328	243.9325__239.6645	500__500	350.1116__279.0081	-0.20227__0.079784	2.7844__2.8715	1	1.5139e-55	167.4867	107.3801	513.0098	449.4448	1.2548	0.79691
HMR_4969	0.51357	-0.241	0.14496	1.2011e-133	1.13e-130	3.6006e-177	-0.067152__-0.074872	0.019591__0.024676	-0.29183__-0.30875	-0.066132__-0.074073	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-0.077913	-0.087068	-0.055056	-0.061473	0.8928	1.1201
HMR_4980	0.056703	0.5968	0.14496	0	0	0	113.288__179.9353	42.3227__72.2938	-1.3646e-12__-2.2956e-12	108.4594__169.8568	0.9378__0.9604	5.1098__4.8027	1	0	83.645	129.8888	137.5819	219.3192	0.63853	1.5661
HMR_4990	0.53477	0.2534	0.14496	2.9169e-181	2.3004e-186	1.0254e-190	-282.6262__-210.8638	164.5708__179.9644	-1000__-500	-280.1659__-202.608	-0.17542__-0.33349	3.2045__3.7256	1	2.9169e-181	-386.5278	-328.709	-168.6614	-87.2444	1.3828	0.72317
HMR_4992	0.78049	-0.0619	0.14505	1.9199e-14	8.7359e-15	1.1073e-19	61.8442__35.3818	227.2127__254.1488	0__500	50.904__25.4133	-0.10963__0.22161	4.0375__3.8702	1	1.9199e-14	-76.5493	-123.2688	205.5	180.0518	2.003	0.49924
HMR_5032	0.19221	0.4914	0.14496	0	0	0	-379.1803__-126.6481	246.2688__312.8955	-1000__-1000	-392.1451__-138.0406	0.33489__0.13851	3.1385__2.7354	1	0	-547.7538	-348.9059	-227.2568	85.1556	2.8408	0.35201
HMR_5037	0.51357	-0.2406	0.14496	1.2011e-133	1.13e-130	3.6016e-177	-1.6234__-1.8101	0.47362__0.59656	-7.0552__-7.4642	-1.5988__-1.7908	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-1.8836	-2.1049	-1.331	-1.4861	0.8928	1.1201
HMR_5070	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	-4.3751__-4.8781	1.2764__1.6077	-19.0136__0	-4.3087__-4.8261	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-5.0763	-5.6727	-3.587	-4.0051	0.8928	1.1201
HMR_5078	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	-10.7491__-11.985	3.136__3.95	-23.453__0	-10.5859__-11.857	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-12.4718	-13.9371	-8.8129	-9.8401	0.8928	1.1201
HMR_5082	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	-7.2549__-8.089	2.1166__2.666	-15.8291__0	-7.1447__-8.0027	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-8.4176	-9.4066	-5.9481	-6.6414	0.8928	1.1201
HMR_5088	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	7.1486__7.9705	2.0855__2.6269	-1.2561e-11__0	7.0401__7.8854	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	5.8609	6.5441	8.2943	9.2688	0.8928	1.1201
HMR_5089	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	-12.8298__-14.3049	3.743__4.7146	-27.9927__0	-12.635__-14.1521	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-14.8859	-16.6349	-10.5188	-11.7448	0.8928	1.1201
HMR_5091	0.87746	-0.0588	0.14548	1.0707e-06	6.9542e-07	4.1802e-10	286.5135__274.2557	172.8257__176.3575	0__0	268.2562__243.1782	0.40196__0.79836	2.4069__3.506	1	1.0707e-06	148.7025	140.3203	407.9472	383.5339	1.1031	0.90651
HMR_5092	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	-8.5771__-9.5633	2.5023__3.1518	-18.714__0	-8.4469__-9.4612	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-9.9517	-11.1209	-7.0321	-7.8518	0.8928	1.1201
HMR_5296	0.29958	-0.3216	0.14496	0	0	0	-113.5718__-176.4316	42.36157__112.9871	-376.298__-500	-108.6908__-156.9749	-0.93837__-0.83114	5.1164__3.6556	1	0	-137.9087	-248.8517	-83.9121	-88.4962	0.69241	1.4442
HMR_5303	0.82159	-0.0821	0.14505	1.215e-23	5.8438e-24	2.9343e-25	50.7084__6.47313	301.0691__317.6376	0__1000	47.9867__-7.09771	0.088951__0.10711	2.9111__2.9574	1	1.215e-23	-153.7603	-210.5443	246.2847	221.5647	-6.7609	-0.14791
HMR_5435	0.82179	0.0426	0.14513	1.1927e-22	2.7438e-21	5.1899e-16	91.63391__102.6428	78.2751__85.7361	0__0	71.332__80.6026	1.3355__1.1113	5.3631__4.0106	1	1.1927e-22	30.7251	33.795	133.131	151.6032	0.88498	1.13
HMR_5436	0.91072	0.0497	0.14505	0.00027783	0.00027614	4.1216e-06	90.723__94.9555	81.9523__82.6086	0__0	67.7513__73.6129	1.5628__1.5766	6.4678__7.3425	1	0.00027783	28.9478	31.8019	130.1813	136.9717	0.92037	1.0865
HMR_5462	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	1.88__2.0961	0.54847__0.69084	4.1019__0	1.8514__2.0738	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	1.5414	1.721	2.1813	2.4376	0.8928	1.1201
HMR_5470	0.87157	0.062	0.14496	7.7533e-08	4.5933e-08	1.8107e-11	-275.6762__-262.1724	172.8814__176.325	0__0	-257.5412__-230.577	-0.40117__-0.79825	2.4098__3.5298	1	7.7533e-08	-396.8819	-371.5081	-137.4639	-128.3488	1.1169	0.8953
HMR_5907	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.0014743__0.0016438	0.00043012__0.00054177	0.0032168__0	0.0014519__0.0016263	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0012088	0.0013497	0.0017106	0.0019116	0.8928	1.1201
HMR_6001	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
HMR_6011	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
HMR_6038	0.88317	-0.0648	0.14496	1.1901e-07	1.7464e-07	3.8145e-09	256.2021__244.8332	154.731__152.8996	0__0	247.3912__226.3276	0.47993__0.66243	2.8643__3.119	1	1.1901e-07	130.6538	126.7003	362.1071	338.5583	1.0931	0.91486
HMR_6049	0.51357	0.2406	0.14496	1.201e-133	1.1298e-130	3.6045e-177	0.015461__0.017239	0.0045107__0.0056816	-1.2559e-12__0	0.015227__0.017055	1.6311__2.3303	15.8353__22.5881	1	1.201e-133	0.012676	0.014154	0.017939	0.020047	0.8928	1.1201
HMR_6060	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6022e-177	-0.31165__-0.34748	0.090922__0.11452	-1.3544__0	-0.30692__-0.34377	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-0.3616	-0.40408	-0.25552	-0.2853	0.8928	1.1201
HMR_6068	0.44627	-0.28	0.14496	5.4182e-286	1.2612e-314	1.5794e-286	-91.42982__-204.9166	209.8868__205.7611	0__-917.6143	-89.18126__-200.6613	0.03451__-0.055042	3.3123__2.6586	1	5.4182e-286	-227.0977	-351.1419	39.327	-52.843	0.44444	2.25
HMR_6071	0.44627	0.28	0.14496	5.4164e-286	1.2607e-314	1.5794e-286	91.43018__204.917	209.8868__205.7611	-645.0193__0	89.18161__200.6617	-0.03451__0.055042	3.3123__2.6586	1	5.4164e-286	-39.3266	52.8434	227.0981	351.1423	0.44444	2.25
HMR_6108	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	-0.00036752__-0.00040977	0.00010722__0.00013505	-0.0015972__0	-0.00036193__-0.0004054	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-0.00042641	-0.00047651	-0.00030132	-0.00033644	0.8928	1.1201
HMR_6250	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	-0.00036752__-0.00040977	0.00010722__0.00013505	-0.00080187__0	-0.00036193__-0.0004054	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-0.00042641	-0.00047651	-0.00030132	-0.00033644	0.8928	1.1201
HMR_6367	0.44115	0.2924	0.14496	8.3003e-322	1.3039e-313	5.2584e-282	-236.5826__-122.4247	213.8392__204.8973	-1000__-500	-233.8943__-125.9509	-0.052091__0.079932	2.8082__3.1465	1	8.3003e-322	-383.7413	-259.877	-85.8735	10.6887	1.857	0.53849
HMR_6381	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	13.0498__14.5501	3.8072__4.7954	-2.2931e-11__0	12.8516__14.3948	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	10.6991	11.9462	15.1411	16.9201	0.8928	1.1201
HMR_6424	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	-0.0014743__-0.0016438	0.00043012__0.00054177	-0.0032168__0	-0.0014519__-0.0016263	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-0.0017106	-0.0019116	-0.0012088	-0.0013497	0.8928	1.1201
HMR_6439	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.0014743__0.0016438	0.00043012__0.00054177	0.0032168__0	0.0014519__0.0016263	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0012088	0.0013497	0.0017106	0.0019116	0.8928	1.1201
HMR_6512	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6029e-177	-0.0029487__-0.0032877	0.00086025__0.0010835	0__0	-0.0029039__-0.0032526	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-0.0034212	-0.0038232	-0.0024175	-0.0026993	0.8928	1.1201
HMR_6526	0.93858	0.0294	0.14496	0.019771	0.019671	0.0067935	95.1515__97.6125	74.5297__74.6645	0__0	78.3799__81.5838	1.0367__0.98756	3.8963__3.7605	1	0.019771	36.0082	38.0009	138.0831	142.6394	0.96073	1.0409
HMR_6529	0.88317	-0.0646	0.14496	1.1901e-07	1.7464e-07	3.8146e-09	128.1011__122.4166	77.3655__76.4498	-2.1005e-13__0	123.6956__113.1638	0.47993__0.66243	2.8643__3.119	1	1.1901e-07	65.3269	63.3502	181.0536	169.2791	1.0931	0.91486
HMR_6628	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.0051495__0.0057415	0.0015023__0.0018923	0.011235__0	0.0050713__0.0056802	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0042219	0.004714	0.0059748	0.0066767	0.8928	1.1201
HMR_7735	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	-0.0014743__-0.0016438	0.00043012__0.00054177	-0.0032168__0	-0.0014519__-0.0016263	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-0.0017106	-0.0019116	-0.0012088	-0.0013497	0.8928	1.1201
HMR_7898	0.95862	-0.0236	0.14513	2.702e-09	2.5042e-09	0.025245	-172.5578__-184.8519	133.939__156.6994	0__0	-141.1318__-145.2842	-1.0205__-1.3754	4.2092__5.3536	1	2.702e-09	-256.35	-264.0544	-65.2582	-65.7804	0.97142	1.0294
HMR_7905	0.68126	-0.1543	0.14539	1.2917e-83	2.0245e-80	4.4403e-74	-249.123__-300.6103	180.0418__201.0602	-500__-500	-218.3006__-269.6951	-0.82743__-0.7631	3.3232__3.2912	1	1.2917e-83	-361.697	-423.4684	-103.2348	-143.5338	0.80943	1.2354
HMR_8010	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	-0.0022051__-0.0024586	0.00064332__0.0008103	-0.0048112__0	-0.0021716__-0.0024324	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-0.0025585	-0.0028591	-0.0018079	-0.0020186	0.8928	1.1201
HMR_8408	0.53356	-0.2625	0.14539	1.9131e-198	1.2556e-197	4.3397e-208	-277.8121__-378.612	231.0977__238.8039	-1000__-1000	-243.8609__-381.8002	-0.4238__0.00020684	2.5258__2.7052	1	1.9131e-198	-440.4748	-545.6236	-102.0655	-203.8111	0.63871	1.5656
