reaction	jaccardindex	KolmogorovSmirnow	KolmogorovSmirenow_pvalue	T - test_pvalue	Anova_pvalue	Wilcoxon_Mann_Whitney_pvalue	Mean	Std	Mode	Median	skew	kurt	Ttest_H	Ttest_pvalue	minFlux_lungmetastasis	minFlux_breastcancer	maxFlux_lungmetastasis	maxFlux_breastcancer	perc_brainmet/breastcancer	perc_breastcancer/brainmet
HMR_6662	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.0015771__-0.0016438	0.00050027__0.00054177	-0.0069572__0	-0.0015532__-0.0016263	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.0018535	-0.0019116	-0.0012799	-0.0013497	0.95508	0.95508
HMR_6664	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
HMR_6665	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
HMR_6668	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
HMR_6669	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
HMR_6673	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.00078625__-0.00081954	0.00024941__0.0002701	-0.0034685__0	-0.00077437__-0.00081079	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.00092406	-0.00095303	-0.00063808	-0.00067287	0.95508	0.95508
HMR_6675	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.00078625__-0.00081954	0.00024941__0.0002701	-0.0034685__0	-0.00077437__-0.00081079	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.00092406	-0.00095303	-0.00063808	-0.00067287	0.95508	0.95508
HMR_6677	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
HMR_6678	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
HMR_6682	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
HMR_6687	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
HMR_6690	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.881e-28	-0.0015771__-0.0016438	0.00050027__0.00054177	-0.0069572__0	-0.0015532__-0.0016263	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.0018535	-0.0019116	-0.0012799	-0.0013497	0.95508	0.95508
HMR_6691	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.881e-28	-0.0015771__-0.0016438	0.00050027__0.00054177	-0.0069572__0	-0.0015532__-0.0016263	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.0018535	-0.0019116	-0.0012799	-0.0013497	0.95508	0.95508
HMR_6692	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.881e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
HMR_6693	0.79755	0.0806	0.14496	2.0684e-18	1.4785e-19	2.8824e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
HMR_6700	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
HMR_6701	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
HMR_6702	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
HMR_6703	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
HMR_8698	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.881e-28	0.0078808__0.0082145	0.0024999__0.0027073	-1.4395e-13__0	0.0077617__0.0081268	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0063956	0.0067444	0.0092621	0.0095525	0.95508	0.95508
HMR_8702	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.0015771__-0.0016438	0.00050027__0.00054177	-0.0069572__0	-0.0015532__-0.0016263	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.0018535	-0.0019116	-0.0012799	-0.0013497	0.95508	0.95508
Riboflavin metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_6507	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
HMR_6509	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
Sphingolipid metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_0736	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.51653__0.5384	0.16385__0.17744	-9.4349e-12__0	0.50873__0.53265	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.41919	0.44205	0.60707	0.6261	0.95508	0.95508
HMR_0753	0.7489	-0.11	0.14496	3.13e-37	1.0242e-37	2.2363e-40	-257.2863__-283.7758	143.2741__147.9228	-992.2587__-489.046	-245.74__-277.0271	-0.61253__-0.50448	3.7223__3.7694	1	3.13e-37	-350.1657	-383.0356	-150.8956	-176.3169	0.88706	0.88706
HMR_0758	0.74744	0.1106	0.14496	1.6112e-37	4.8297e-38	8.5514e-41	262.3828__289.088	143.7324__148.5071	-1.686181e-12__500	251.0153__282.0914	0.62161__0.52038	3.7735__3.866	1	1.6112e-37	155.7064	181.1662	355.3548	388.7539	0.88984	0.88984
RE2675C	0.7489	0.11	0.14496	3.13e-37	1.0242e-37	2.2362e-40	257.2863__283.7758	143.2741__147.9228	-1.830537e-17__489.046	245.74__277.0271	0.61253__0.50448	3.7223__3.7694	1	3.13e-37	150.8956	176.3169	350.1657	383.0356	0.88706	0.88706
CRMte	0.79755	0.081	0.14496	2.0684e-18	1.4785e-19	2.8752e-28	5.6129__5.8506	1.7805__1.9282	-9.27113e-14__12.0643	5.5282__5.7882	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	4.5552	4.8036	6.5968	6.8036	0.95508	0.95508
Starch and sucrose metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_4122	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8794e-28	0.011837__0.012338	0.0037549__0.0040664	-2.1622e-13__0	0.011658__0.012207	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0096064	0.01013	0.013912	0.014348	0.95508	0.95508
HMR_4837	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
HMR_5395	0.6385	-0.1418	0.14496	3.0742e-92	1.026e-92	4.143e-94	76.7194__69.6051	23.9685__25.0241	-4.5015e-13__0	76.5826__69.4391	0.23062__0.24231	3.5189__3.0993	1	3.0742e-92	60.2296	52.2095	92.6229	86.0335	1.1029	1.1029
HMR_5396	0.6385	-0.1418	0.14496	3.0742e-92	1.026e-92	4.143e-94	76.7194__69.6051	23.9685__25.0241	-1.5204e-10__0	76.5826__69.4391	0.23062__0.24231	3.5189__3.0993	1	3.0742e-92	60.2296	52.2095	92.6229	86.0335	1.1029	1.1029
HMR_5397	0.6385	-0.1418	0.14496	3.0742e-92	1.026e-92	4.143e-94	76.7194__69.6051	23.9685__25.0241	-1.5204e-10__0	76.5826__69.4391	0.23062__0.24231	3.5189__3.0993	1	3.0742e-92	60.2296	52.2095	92.6229	86.0335	1.1029	1.1029
HMR_5398	0.6385	-0.1418	0.14496	3.0742e-92	1.026e-92	4.143e-94	76.7194__69.6051	23.9685__25.0241	-1.5204e-10__0	76.5826__69.4391	0.23062__0.24231	3.5189__3.0993	1	3.0742e-92	60.2296	52.2095	92.6229	86.0335	1.1029	1.1029
HMR_5399	0.6385	-0.1418	0.14496	3.0742e-92	1.026e-92	4.143e-94	76.7194__69.6051	23.9685__25.0241	-1.5204e-10__0	76.5826__69.4391	0.23062__0.24231	3.5189__3.0993	1	3.0742e-92	60.2296	52.2095	92.6229	86.0335	1.1029	1.1029
HMR_5400	0.6385	-0.1418	0.14496	3.0742e-92	1.026e-92	4.143e-94	76.7194__69.6051	23.9685__25.0241	-1.5204e-10__0	76.5826__69.4391	0.23062__0.24231	3.5189__3.0993	1	3.0742e-92	60.2296	52.2095	92.6229	86.0335	1.1029	1.1029
HMR_5401	0.6385	-0.1418	0.14496	3.0742e-92	1.026e-92	4.143e-94	76.7194__69.6051	23.9685__25.0241	-1.5204e-10__0	76.5826__69.4391	0.23062__0.24231	3.5189__3.0993	1	3.0742e-92	60.2296	52.2095	92.6229	86.0335	1.1029	1.1029
HMR_8571	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
HMR_8573	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
HMR_8589	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
HMR_8584	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
Steroid metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
UGT1A10r	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.00078625__-0.00081954	0.00024941__0.0002701	-0.0034685__0	-0.00077437__-0.00081079	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.00092406	-0.00095303	-0.00063808	-0.00067287	0.95508	0.95508
Thiamine metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_4204	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
Transport reactions	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_0018	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.97323__-1.0144	0.30872__0.33434	-4.2934__0	-0.95853__-1.0036	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-1.1438	-1.1797	-0.78982	-0.8329	0.95508	0.95508
HMR_0167	0.57257	0.2109	0.14522	8.2759e-146	3.3789e-152	4.0715e-137	-300.6777__-197.7356	261.5549__287.0669	-500__-1000	-299.966__-199.8405	0.0712__0.13825	2.6585__2.9575	1	8.2759e-146	-492.58	-395.9089	-117.7722	-6.8143	1.501	1.501
HMR_0262	0.7489	0.11	0.14496	3.1313e-37	1.0247e-37	2.2373e-40	39.7503__43.8429	22.1358__22.854	-2.5594e-13__0	37.9665__42.8003	0.61253__0.50447	3.7222__3.7694	1	3.1313e-37	23.3128	27.2405	54.1002	59.1785	0.88706	0.88706
HMR_0356	1.0	0.3008	0.1453	0	0	3.7062e-318	-1.4626e-16__1.6482e-15	1.705e-15__3.6428e-15	-8.9024e-16__-8.9024e-16	-1.1834e-16__1.2709e-15	-0.075354__0.32519	3.2059__3.5143	1	0	-1.1303e-15	-8.7509e-16	8.7006e-16	3.5016e-15	-0.093113	-0.093113
HMR_0404	1.0	0.2783	0.14556	7.2757e-318	0	0	-1.5071e-15__1.4676e-15	2.9766e-15__6.6428e-15	0__-1.6644e-15	-1.5754e-15__1.0898e-15	0.039463__-0.047375	3.187__4.7362	1	7.2757e-318	-3.4389e-15	-2.6003e-15	4.7406e-16	5.0908e-15	-1.4456	-1.4456
HMR_0444	0.79755	0.0806	0.14496	2.0684e-18	1.4785e-19	2.8817e-28	0.0015771__0.0016438	0.00050027__0.00054177	0__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
HMR_3959	0.86351	-0.0265	0.14573	3.5279e-12	1.1603e-12	2.0778e-09	-370.8201__-392.2848	200.7091__225.2515	-500__0	-360.8688__-381.8561	-0.24262__-0.22219	2.455__2.2803	1	3.5279e-12	-515.3492	-559.6646	-217.9491	-215.2547	0.94504	0.94504
HMR_4063	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.0015771__-0.0016438	0.00050027__0.00054177	-0.0069572__0	-0.0015532__-0.0016263	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.0018535	-0.0019116	-0.0012799	-0.0013497	0.95508	0.95508
HMR_4845	0.67003	0.1426	0.14565	2.3809e-94	2.2715e-91	1.7999e-65	218.7002__270.4067	160.6926__196.3856	0__0	189.4125__233.7051	0.80417__0.74016	3.2355__3.0577	1	2.3809e-94	85.5832	107.9182	321.8382	404.8504	0.81048	0.81048
HMR_4847	0.94301	0.0293	0.14505	0.0079696	0.010077	0.053328	-317.8764__-309.6969	220.2594__229.1576	-1000__-500	-317.3623__-312.0794	0.049517__0.23381	3.1003__3.3415	1	0.0079696	-470.3322	-469.6533	-172.9906	-155.742	1.0169	1.0169
HMR_4848	0.76594	0.0947	0.14505	1.0965e-46	1.3456e-46	3.5273e-30	155.6323__184.8519	129.5624__156.6994	-5.684342e-14__500	124.2934__145.2842	1.3497__1.3754	5.7373__5.3536	1	1.0965e-46	54.3197	65.7804	226.4253	264.0544	0.85552	0.85552
HMR_4882	0.76557	0.1363	0.14505	8.2031e-43	8.064e-41	2.1828e-37	420.3277__451.1429	157.7566__167.115	1000__1000	415.2223__445.0233	0.28383__0.21623	2.9681__2.7756	1	8.2031e-43	306.8711	329.6774	527.0816	564.7245	0.93304	0.93304
HMR_4885	0.47772	0.2607	0.14505	3.038e-221	1.0924e-238	6.7201e-231	-216.1222__-82.2298	279.0394__287.0565	-1000__-1000	-207.8267__-77.86107	-0.032824__-0.13382	2.9025__3.1555	1	3.038e-221	-403.0499	-265.1469	-21.412	107.1556	2.6692	2.6692
HMR_4896	0.27509	-0.4321	0.14505	0	0	0	-233.1552__-408.4813	223.008__213.0903	-1000__-1000	-229.3726__-410.485	0.0063267__0.23334	2.8913__3.6802	1	0	-393.0928	-559.7498	-77.5817	-260.4533	0.55878	0.55878
HMR_4947	0.60659	-0.1922	0.14496	8.7147e-116	2.2276e-117	8.8433e-111	-450.2388__-496.2497	135.86__144.6437	-1000__-500	-445.5668__-488.4078	-0.2562__-0.17642	3.0734__3.0022	1	8.7147e-116	-540.3859	-593.2908	-354.9351	-395.8012	0.91228	0.91228
HMR_4948	0.94461	0.01	0.14496	0.26291	0.28497	0.74881	286.1432__289.2163	204.8204__201.624	499.3825__0	289.157__290.368	-0.08082__0.042264	3.3177__3.3943	0	0.26291	150.9556	158.9837	424.4532	417.3321	0.99583	0.99583
HMR_4958	0.57029	-0.2463	0.14539	1.0581e-168	8.798e-161	3.0417e-156	373.4252__280.2328	243.6473__239.6645	500__500	376.1936__279.0081	-0.11002__0.079784	2.5517__2.8715	1	1.0581e-168	192.8182	107.3801	557.3724	449.4448	1.3483	1.3483
HMR_4969	0.79755	-0.0812	0.14496	2.0684e-18	1.4785e-19	2.8752e-28	-0.071831__-0.074872	0.022786__0.024676	-0.31688__-0.30875	-0.070746__-0.074073	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.084422	-0.087068	-0.058294	-0.061473	0.95508	0.95508
HMR_4980	0.90338	-0.0334	0.14496	0.00075588	0.0010416	9.6e-06	183.2459__179.9353	70.4554__72.2938	-3.0335e-10__-2.2956e-12	175.1836__169.8568	0.73564__0.9604	4.4689__4.8027	1	0.00075588	132.7562	129.8888	225.7097	219.3192	1.0314	1.0314
HMR_4990	0.30844	0.3759	0.14505	0	0	0	-330.2223__-210.8638	161.2066__179.9644	-1000__-500	-330.2512__-202.608	-0.083392__-0.33349	3.2815__3.7256	1	0	-439.2632	-328.709	-220.1336	-87.2444	1.63	1.63
HMR_4992	0.63805	-0.1581	0.14505	3.8781e-74	8.6784e-78	2.102e-76	101.1421__35.38181	241.6378__254.1488	1000__500	81.7742__25.4133	0.32005__0.22161	3.5364__3.8702	1	3.8781e-74	-54.1836	-123.2688	243.8405	180.0518	3.2178	3.2178
HMR_5032	0.53753	0.2354	0.14513	2.2483e-183	3.2567e-185	2.0308e-163	-248.3421__-126.6481	272.4235__312.8955	-1000__-1000	-248.6331__-138.0406	0.1068__0.13851	2.8951__2.7354	1	2.2483e-183	-439.1719	-348.9059	-67.0645	85.1556	1.8012	1.8012
HMR_5037	0.79755	-0.081	0.14496	2.0684e-18	1.4785e-19	2.8787e-28	-1.7366__-1.8101	0.55086__0.59656	-7.6608__-7.4642	-1.7103__-1.7908	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-2.0409	-2.1049	-1.4093	-1.4861	0.95508	0.95508
HMR_5070	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-4.68__-4.8781	1.4845__1.6077	-20.6457__0	-4.6093__-4.8261	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-5.5003	-5.6727	-3.798	-4.0051	0.95508	0.95508
HMR_5078	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-11.4981__-11.985	3.6474__3.95	-50.7238__0	-11.3244__-11.857	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-13.5136	-13.9371	-9.3313	-9.8401	0.95508	0.95508
HMR_5082	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-7.7604__-8.089	2.4617__2.666	-34.235__0	-7.6432__-8.0027	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-9.1207	-9.4066	-6.2979	-6.6414	0.95508	0.95508
HMR_5088	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	7.6467__7.9705	2.4256__2.6269	16.8667__0	7.5312__7.8854	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	6.2057	6.5441	8.9871	9.2688	0.95508	0.95508
HMR_5089	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-13.7238__-14.3049	4.3534__4.7146	-60.5422__0	-13.5164__-14.1521	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-16.1293	-16.6349	-11.1375	-11.7448	0.95508	0.95508
HMR_5091	0.68681	0.1446	0.1453	4.5854e-99	1.7945e-98	8.2263e-55	227.5911__274.2557	132.0791__176.3575	0__0	219.442__243.1782	0.4653__0.79836	3.0846__3.506	1	4.5854e-99	125.3096	140.3203	317.6712	383.5339	0.90239	0.90239
HMR_5092	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-9.1748__-9.5633	2.9104__3.1518	-40.4744__0	-9.0362__-9.4612	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-10.783	-11.1209	-7.4457	-7.8518	0.95508	0.95508
HMR_5296	0.058487	-0.5876	0.14496	0	0	0	-73.96477__-176.4316	44.41014__112.9871	-409.758__-500	-68.27586__-156.9749	-0.88567__-0.83114	4.5863__3.6556	1	0	-100.658	-248.8517	-40.9129	-88.4962	0.43495	0.43495
HMR_5303	0.65576	-0.1299	0.14522	1.8953e-77	7.371e-77	3.3298e-81	90.6654__6.47313	321.2605__317.6376	0__1000	91.1183__-7.09771	-0.081742__0.10711	2.8214__2.9574	1	1.8953e-77	-128.6	-210.5443	323.4386	221.5647	-12.8377	-12.8377
HMR_5435	0.45886	-0.2877	0.14522	1.6793e-272	3.9142e-280	5.8582e-261	152.9038__102.6428	108.505__85.73609	0__0	135.034__80.60262	0.81899__1.1113	3.6108__4.0106	1	1.6793e-272	64.6397	33.795	223.3155	151.6032	1.6753	1.6753
HMR_5436	0.78	-0.1168	0.14513	1.468e-32	1.1945e-30	5.1281e-25	109.6228__94.95551	96.7702__82.6086	0__0	85.7558__73.6129	2.099__1.5766	12.5782__7.34252	1	1.468e-32	37.8595	31.8019	158.8687	136.9717	1.165	1.165
HMR_5462	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	2.011__2.0961	0.63791__0.69084	-3.6733e-11__0	1.9806__2.0738	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	1.632	1.721	2.3635	2.4376	0.95508	0.95508
HMR_5470	0.68892	-0.1446	0.14496	2.1371e-97	1.5974e-96	1.8157e-53	-215.9986__-262.1724	132.0261__176.325	0__0	-207.8695__-230.577	-0.45736__-0.79825	3.0754__3.5298	1	2.1371e-97	-306.0545	-371.5081	-113.5598	-128.3488	0.90152	0.90152
HMR_5907	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
HMR_6001	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
HMR_6011	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
HMR_6038	0.58323	0.2241	0.14539	6.5667e-163	3.9522e-167	2.2391e-147	189.0854__244.8332	129.5473__152.8996	0__0	168.3747__226.3276	0.74402__0.66243	3.332__3.119	1	6.5667e-163	85.4493	126.7003	274.3216	338.5583	0.74394	0.74394
HMR_6049	0.79755	0.081	0.14496	2.0683e-18	1.4784e-19	2.8767e-28	0.016539__0.017239	0.0052463__0.0056816	-1.7765e-09__0	0.016289__0.017055	2.201__2.3303	21.9539__22.5881	1	2.0683e-18	0.013422	0.014154	0.019438	0.020047	0.95508	0.95508
HMR_6060	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8808e-28	-0.33337__-0.34748	0.10575__0.11452	-1.4707__0	-0.32833__-0.34377	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.3918	-0.40408	-0.27054	-0.2853	0.95508	0.95508
HMR_6068	0.60082	-0.1948	0.14496	6.2312e-151	1.0663e-155	5.9313e-136	-127.8775__-204.9166	200.4304__205.7611	2.532815e-19__-917.6143	-124.1889__-200.6613	0.017711__-0.055042	2.6987__2.6586	1	6.2312e-151	-272.0085	-351.1419	13.6377	-52.843	0.6189	0.6189
HMR_6071	0.60082	0.1946	0.14496	6.2307e-151	1.0662e-155	5.936e-136	127.8779__204.917	200.4304__205.7611	-584.04__0	124.1893__200.6617	-0.017711__0.055042	2.6987__2.6586	1	6.2307e-151	-13.6373	52.8434	272.009	351.1423	0.6189	0.6189
HMR_6108	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.00039312__-0.00040977	0.0001247__0.00013505	-0.0017343__0	-0.00038718__-0.0004054	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.00046203	-0.00047651	-0.00031904	-0.00033644	0.95508	0.95508
HMR_6250	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.00039312__-0.00040977	0.0001247__0.00013505	-0.0017343__0	-0.00038718__-0.0004054	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.00046203	-0.00047651	-0.00031904	-0.00033644	0.95508	0.95508
HMR_6367	0.82153	-0.0626	0.14496	3.6372e-15	1.0881e-13	9.3438e-19	-100.7145__-122.4247	208.0426__204.8973	-500__-500	-97.06212__-125.9509	-0.17215__0.079932	3.4866__3.1465	1	3.6372e-15	-231.4704	-259.877	34.8876	10.6887	0.77063	0.77063
HMR_6381	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	13.9591__14.5501	4.428__4.7954	-2.5498e-10__0	13.7482__14.3948	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	11.3284	11.9462	16.4059	16.9201	0.95508	0.95508
HMR_6424	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.0015771__-0.0016438	0.00050027__0.00054177	-0.0069572__0	-0.0015532__-0.0016263	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.0018535	-0.0019116	-0.0012799	-0.0013497	0.95508	0.95508
HMR_6439	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
